,ticker,security,outlook,rating,use,trust,upward_trend,outlook_date,revenue,rev_change_percent,profit ,profit_change_percent,assets,market_value,sector_y,industry_y,webscrape_date,net_income,ft_employee,div_yield,three_year,five_year,ten_year,alcohol,adult,gambling,tobacco,controversial_weapons,small_arms,military_contracting,coal,net_per_emp
393,FICO,Fair Isaac,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,4065.0,0.0,43.87,37.78,33.14,,,,,,,,,
394,FINL,Finish Line,44.0,,,,,8/4/18,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
395,FIS,Fidelity National Information Services,52.0,,,,,8/4/18,8423000000.0,-0.077,846000000.0,-0.359,23770000000.0,36546500000,Technology,Information Technology Services,9/12/20,,55000.0,0.96,16.73,16.7,18.87,,,,,,,,,
396,FISV,Fiserv,49.0,,,,,8/4/18,5823000000.0,0.022,1187000000.0,-0.047,11262000000.0,34603100000,Technology,Information Technology Services,9/12/20,,44000.0,0.0,14.4,16.68,21.59,,,,,,,,,
397,FIT,Fitbit,29.0,,,,,8/4/18,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,1762.0,0.0,0.16,-27.95,,,,,,,,,,
398,FITB,Fifth Third Bancorp,43.0,3.3,,,,9/8/19,7973000000.0,0.034,2193000000.0,0,146000000000.0,19447400000,Financial Services,Banks—Regional,9/12/20,,20340.0,5.24,-3.07,4.36,8.11,,,,,,,,,
399,FIVE,Five Below,36.0,3.0,,,yes,9/8/19,,,,,,,Consumer Cyclical,Specialty Retail,9/12/20,,4400.0,0.0,37.55,32.27,,,,,,,,,,
400,FL,Foot Locker,47.0,,,,,8/4/18,7939000000.0,0.02,541000000.0,0.905,3820000000.0,6841100000,Consumer Cyclical,Footwear & Accessories,9/12/20,,15589.0,1.81,2.9,-10.99,13.0,,,,,,,,,
401,FLEX,Flex Ltd.,,,,,,,,,,,,,Technology,Electronic Components,9/12/20,,160000.0,0.0,-15.09,-1.19,6.33,,,,,,,,,
402,FLIR,FLIR Systems,67.0,3.7,,,maybe,9/8/19,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,4265.0,2.03,-2.44,5.56,3.77,,,,,,,,,
403,FLR,Fluor,44.0,,,,,8/4/18,19166600000.0,-0.018,224800000.0,0.175,8913600000.0,5137600000,Industrials,Engineering & Construction,9/12/20,,53349.0,0.0,-34.71,-22.52,-10.51,,,,,,,,,
404,FLS,Flowserve,33.0,,,,,8/4/18,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,17000.0,2.87,-8.87,-5.64,0.15,,,,,,,,,
405,FLT,Fleetcor Tech,,,,,,,,,,,,,Technology,Information Technology Services,9/12/20,,8700.0,0.0,,,,,,,,,,,,
406,FMC,FMC,33.0,,,,,8/4/18,,,,,,,Basic Materials,Agricultural Inputs,9/12/20,,6400.0,1.63,11.35,24.45,14.69,,,,,,,,,
407,FMCC,Freddie Mac,62.0,,,,,8/4/18,73598000000.0,-0.014,9235000000.0,0.642,2060000000000.0,1748700000,Financial Services,Mortgage Finance,9/12/20,,6871.0,0.0,-5.77,-1.11,20.11,,,,,,,,,
408,FNF,Fidelity National Financial,41.0,,,,,8/4/18,7594000000.0,-0.223,628000000.0,-0.185,9301000000.0,10063400000,Financial Services,Insurance—Specialty,9/12/20,,25063.0,4.0,1.97,7.7,14.97,,,,,,,,,
409,FNMA,Fannie Mae,58.0,,,,,8/4/18,120000000000.0,0.069,15959000000.0,5.479,3420000000000.0,3242600000,Financial Services,Mortgage Finance,9/12/20,,7500.0,0.0,-6.07,-1.38,22.12,,,,,,,,,
410,FOSL,Fossil Group Inc,,,,,,,,,,,,,Consumer Cyclical,Luxury Goods,9/12/20,,10200.0,0.0,-3.0,-34.25,-17.66,,,,,,,,,
411,FOXA,Twenty-First Century Fox (Class A),51.0,,,,,8/4/18,,,,,,,Communication Services,Broadcasting,9/12/20,,9000.0,1.63,,,,,,,,,,,,
412,FRCOY,Fast Retailing Co,,,,,,,,,,,,,Consumer Cyclical,Apparel Retail,9/12/20,,56523.0,0.7,30.89,10.46,16.5,,,,,,,,,
413,FRT,Federal Realty Investment Trust,68.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Retail,9/12/20,,308.0,5.43,-11.78,-5.57,3.41,,,,,,,,,
414,FSLR,First Solar,48.0,,,,,8/4/18,,,,,,,Technology,Solar,9/12/20,,6600.0,0.0,14.02,7.46,-6.6,,,,,,,,,
415,FTAI,Fortress Transportation and Infrastructure,,,,,,,,,,,,,Industrials,Rental & Leasing Services,9/12/20,,,8.25,4.69,12.86,,,,,,,,,,
416,FTI,TechnipFMC,31.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas Equipment & Services,9/12/20,,37000.0,1.82,-32.04,-18.05,-8.16,,,,,,,,,
417,FTNT,Fortinet Inc,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,7756.0,0.0,44.41,21.04,26.76,,,,,,,,,
418,FTR,Frontier Communications,18.0,,,,,8/4/18,8611000000.0,-0.057,-643000000.0,-,23659000000.0,209600000,Communication Services,Telecom Services,9/12/20,,21173.0,0.0,,,,,,,,,,,,
419,FTV,Fortive,72.0,3.8,,,,9/8/19,7203200000.0,0.082,2913800000.0,1.79,12905600000.0,28072200000,Technology,Scientific & Technical Instruments,9/12/20,,25000.0,0.37,5.02,,,,,,,,,,,
420,GBCI,"Glacier Bancorp, Inc.",,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,2954.0,3.44,5.1,8.45,11.91,,,,,,,,,
421,GCI,Gannett Co,23.0,,,,,8/4/18,,,,,,,Communication Services,Publishing,9/12/20,,21255.0,0.0,-28.13,-13.0,,,,,,,,,,
422,GD,General Dynamics,45.0,,,,,8/4/18,36193000000.0,0.169,3345000000.0,0.149,45408000000.0,48883000000,Industrials,Aerospace & Defense,9/12/20,,105600.0,0.0,-7.79,2.83,11.03,,,,,,,,,
423,GDDY,GoDaddy,55.0,,,,,8/4/18,,,,,,,Technology,Software—Infrastructure,9/12/20,,,0.0,19.61,24.45,,,,,,,,,,
424,GE,General Electric,58.0,,,,,8/4/18,120000000000.0,-0.016,-22355000000.0,-,309000000000.0,87009300000,Industrials,Specialty Industrial Machinery,9/12/20,,205000.0,0.67,,,,,,,,,,,,
425,GEF,"Greif, Inc.",,,,,,,,,,,,,Consumer Cyclical,Packaging & Containers,9/12/20,,17000.0,5.04,-10.72,5.18,-0.95,,,,,,,,,
426,GERN,Geron Corporation,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,45.0,0.0,-5.26,-12.41,-9.36,,,,,,,,,
427,GGP,General Growth Properties Inc.,39.0,,,,,8/4/18,,,,,,,Real Estate,Retail REITs,9/12/20,,,,,,,,,,,,,,,
428,GHDX,"Genomic Health, Inc.",,,,,,,,,,,,,Healthcare,Diagnostics & Research,9/12/20,,,,,,,,,,,,,,,
429,GIII,G-III Apparel Group,,,,,,,,,,,,,Consumer Cyclical,Apparel Retail,9/12/20,,4000.0,0.0,-20.74,-26.45,-0.21,,,,,,,,,
430,GIL,Gildan Activewear Inc.,,,,,,,,,,,,,Consumer Cyclical,Apparel Manufacturing,9/12/20,,46000.0,0.0,-12.3,-6.28,4.85,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
431,GILD,Gilead Sciences,58.0,,,,,8/4/18,22127000000.0,-0.152,5455000000.0,0.179,63675000000.0,82881000000,Healthcare,Drug Manufacturers—General,9/12/20,,11800.0,4.27,-4.86,-6.94,16.17,,,,,,,,,
432,GIS,General Mills,31.0,,,,,8/4/18,15740400000.0,0.008,2131000000.0,0.286,30624000000.0,30987400000,Consumer Defensive,Packaged Foods,9/12/20,,35000.0,3.35,4.92,3.84,7.3,,,,,,,,,
433,GL,Global Life,,,,,,,,,,,,,Financial Services,Insurance—Life,9/12/20,,3196.0,0.94,2.8,7.99,13.99,,,,,,,,,
434,GLP,Global Partners,44.0,,,,,8/4/18,12672600000.0,0.421,103900000.0,0.769,2424300000.0,668400000,Energy,Oil & Gas Midstream,9/12/20,,2540.0,14.56,3.67,-6.17,3.2,,,,,,,,,
435,GLUU,Glu Mobile Inc,,,,,,8/4/18,,,,,,,Communication Services,Electronic Gaming & Multimedia,9/12/20,,715.0,0.0,25.63,8.64,19.83,,,,,,,,,
436,GLW,Corning,65.0,,,,,8/4/18,11290000000.0,0.116,1066000000.0,-,27505000000.0,25990700000,Technology,Electronic Components,9/12/20,,49500.0,2.76,5.83,14.91,8.73,,,,,,,,,
437,GM,General Motors,63.0,,,,,8/4/18,147000000000.0,-0.065,8014000000.0,-,227000000000.0,52291700000,Consumer Cyclical,Auto Manufacturers,9/12/20,,164000.0,0.0,-2.84,4.34,,,,,,,,,,
438,GME,GameStop,27.0,,,,,8/4/18,8850700000.0,-0.041,-673000000.0,-20.395,4044300000.0,1036000000,Consumer Cyclical,Specialty Retail,9/12/20,,14000.0,0.0,-24.18,-23.31,-1.53,,,,,,,,,
439,GNC,GNC Holdings,26.0,,,,,8/4/18,,,,,,,Consumer Defensive,Pharmaceutical Retailers,9/12/20,,,0.0,,,,,,,,,,,,
440,GNTX,Gentex Corporation,12.0,2.3,,,,9/8/19,,,,,,,Consumer Cyclical,Auto Parts,9/12/20,,5874.0,1.82,14.51,12.17,12.53,,,,,,,,,
441,GNW,Genworth Financial,,,,,,,8430000000.0,0.016,119000000.0,-0.854,101000000000.0,1918500000,Financial Services,Insurance—Life,9/12/20,,3100.0,0.0,0.27,-6.17,-11.16,,,,,,,,,
442,GOOG,Alphabet,70.0,4.1,,,,9/8/19,137000000000.0,0.234,30736000000.0,1.427,233000000000.0,8.17E+11,Communication Services,Internet Content & Information,9/12/20,,127498.0,0.0,17.85,19.43,,,,,,,,,,
443,GOOGL,Alphabet (Google) (Class A),83.0,,,,yes,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,127498.0,0.0,17.13,18.26,15.88,,,,,,,,,
444,GPC,Genuine Parts,39.0,,,,,8/4/18,18735100000.0,0.149,810500000.0,0.314,12683000000.0,16350100000,Consumer Cyclical,Specialty Retail,9/12/20,,55000.0,3.2,8.47,6.59,11.38,,,,,,,,,
445,GPI,Group 1 Automotive,,,,,,,11601400000.0,0.043,157800000.0,-0.261,5001100000.0,1186600000,Consumer Cyclical,Auto & Truck Dealerships,9/12/20,,15296.0,0.0,11.23,2.02,13.62,,,,,,,,,
446,GPK,Graphic Packaging Holding,,,,,,,6023000000.0,0.368,221100000.0,-0.263,7059200000.0,3733300000,Consumer Cyclical,Packaging & Containers,9/12/20,,18000.0,2.17,3.95,1.92,16.71,,,,,,,,,
447,GPN,Global Payments,55.0,,,,,8/4/18,,,,,,,Industrials,Specialty Business Services,9/12/20,,24000.0,0.46,20.09,24.0,23.71,,,,,,,,,
448,GPRO,"GoPro, Inc.",,,,,,,,,,,,,Technology,Consumer Electronics,9/12/20,,926.0,0.0,-29.97,-35.04,,,,,,,,,,
449,GPS,Gap,40.0,,,,,8/4/18,16580000000.0,0.046,1003000000.0,0.183,8049000000.0,9911700000,Consumer Cyclical,Apparel Retail,9/12/20,,129000.0,0.0,-9.79,-8.38,3.32,,,,,,,,,
450,GRMN,Garmin Ltd.,71.0,,,,,8/4/18,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,15000.0,2.45,26.91,25.14,15.61,,,,,,,,,
451,GRPN,Groupon,36.0,,,,,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,6345.0,0.0,-28.39,-17.43,,,,,,,,,,
452,GRUB,GrubHub,70.0,,,,yes,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,2714.0,0.0,7.05,20.18,,,,,,,,,,
453,GS,Goldman Sachs Group,53.0,,,,,8/4/18,52528000000.0,0.243,10459000000.0,1.44,932000000000.0,70414900000,Financial Services,Capital Markets,9/12/20,,39100.0,2.5,-1.27,3.32,4.24,,,,,,,,,
454,GT,Goodyear Tire & Rubber,50.0,,,,,8/4/18,15475000000.0,0.006,693000000.0,1.003,16872000000.0,4215600000,Consumer Cyclical,Auto Parts,9/12/20,,62000.0,0.0,-29.68,-17.0,1.57,,,,,,,,,
455,GWW,W.W. Grainger,,,,,,,11221000000.0,0.076,782000000.0,0.335,5873000000.0,16732700000,Industrials,Industrial Distribution,9/12/20,,23800.0,1.74,31.22,11.45,13.27,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
456,H,Hyatt Hotels,68.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Lodging,9/12/20,,55000.0,0.0,-1.91,1.84,3.78,,,,,,,,,
457,HAL,Halliburton,46.0,,,,,8/4/18,23995000000.0,0.164,1656000000.0,-,25982000000.0,25565500000,Energy,Oil & Gas Equipment & Services,9/12/20,,40000.0,1.2,-26.46,-13.9,-4.2,,,,,,,,,
458,HAS,Hasbro,68.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Leisure,9/12/20,,5600.0,3.46,-3.39,3.35,8.49,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
459,HBAN,Huntington Bancshares,52.0,,,,,8/4/18,,,,,,,Financial Services,Banks—Regional,9/12/20,,15703.0,6.26,-3.55,1.82,8.0,,,,,,,,,
460,HBI,Hanesbrands,37.0,,,,,8/4/18,6804000000.0,0.05,553100000.0,7.936,7256000000.0,6463100000,Consumer Cyclical,Apparel Manufacturing,9/12/20,,63000.0,3.93,-12.24,-9.51,11.51,,,,,,,,,
461,HCA,HCA Holdings,60.0,,,,,8/4/18,46677000000.0,-0.02,3787000000.0,0.709,39207000000.0,44787000000,Healthcare,Medical Care Facilities,9/12/20,,210000.0,0.0,20.6,10.17,,,,,,,,,,
462,HCLTECH.NS,HCL Technologies Limited,,,,,maybe,,,,,,,,Technology,Information Technology Services,9/12/20,,,1.11,,,,,,,,,,,,
463,HCP,HCP,82.0,,,,,8/4/18,,,,,,,Real Estate,REIT - Healthcare Facilities,9/12/20,,,,,,,,,,,,,,,
464,HD,Home Depot,60.0,,,,,8/4/18,108000000000.0,0.072,11121000000.0,0.289,44003000000.0,2.12E+11,Consumer Cyclical,Home Improvement Retail,9/12/20,,400000.0,2.2,22.52,20.83,26.23,,,,,,,,,
465,HDB,HDFC Bank,64.0,,,,yes,8/4/18,,,,,,,Financial Services,Banks—Regional,9/12/20,,,0.0,0.38,12.28,11.76,,,,,,,,,
466,HDS,HD Supply Holdings,40.0,,,,,8/4/18,6047000000.0,-0.075,394000000.0,-0.594,4233000000.0,7402100000,Industrials,Industrial Distribution,9/12/20,,11000.0,0.0,6.25,4.43,,,,,,,,,,
467,HES,Hess,28.0,,,,,8/4/18,6466000000.0,0.196,-282000000.0,-,21433000000.0,18251800000,Energy,Oil & Gas E&P,9/12/20,,1775.0,2.3,4.17,-1.67,-0.56,,,,,,,,,
468,HFC,HollyFrontier,38.0,,,,,8/4/18,17714700000.0,0.243,1098000000.0,0.363,10994600000.0,8413600000,Energy,Oil & Gas Refining & Marketing,9/12/20,,4074.0,6.52,-8.58,-10.5,10.73,,,,,,,,,
469,HGG,hhgregg,20.0,,,,,8/4/18,,,,,,,,,9/12/20,,,,2.16,5.3,-6.66,,,,,,,,,
470,HI,"Hillenbrand, Inc.",,,,,,,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,6500.0,2.78,-3.62,5.6,6.07,,,,,,,,,
471,HIG,Hartford Financial Services Group,60.0,,,,,8/4/18,19827000000.0,0.031,1807000000.0,-,62307000000.0,17872900000,Financial Services,Insurance—Diversified,9/12/20,,19500.0,3.34,-7.88,-0.9,7.32,,,,,,,,,
472,HII,Huntington Ingalls Industries,64.0,,,,,8/4/18,8176000000.0,0.099,836000000.0,0.745,6383000000.0,8631300000,Industrials,Aerospace & Defense,9/12/20,,42000.0,2.99,-9.33,7.02,,,,,,,,,,
473,HINDUNILVR.NS,Hindustan Unilever,,,,,,,,,,,,,Consumer Defensive,Household & Personal Products,9/12/20,,21000.0,1.1,,,,,,,,,,,,
474,HLF,Herbalife Nutrition Ltd.,,,,,,,,,,,,,Consumer Defensive,Packaged Foods,9/12/20,,9500.0,0.0,12.25,11.74,13.39,,,,,,,,,
475,HLT,Hilton Worldwide Holdings,71.0,,,,no,8/4/18,8906000000.0,-0.026,764000000.0,-0.393,13995000000.0,24292800000,Consumer Cyclical,Lodging,9/12/20,,173000.0,0.0,10.45,8.33,,,,,,,,,,
476,HMI,Huami,,,,,,,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,1132.0,0.0,,,,,,,,,,,,
477,HMLP,Hoegh LNG Partners,,,,,,,,,,,,,Energy,Oil & Gas Midstream,9/12/20,,,17.32,-4.88,1.91,,,,,,,,,,
478,HOG,Harley-Davidson,26.0,,,,,8/4/18,5716900000.0,0.012,531500000.0,0.019,10665700000.0,5670700000,Consumer Cyclical,Recreational Vehicles,9/12/20,,5600.0,0.28,-12.82,-8.92,3.76,,,,,,,,,
479,HOLX,Hologic,62.0,,,,,8/4/18,,,,,,,Healthcare,Medical Instruments & Supplies,9/12/20,,6478.0,0.0,16.54,9.11,15.06,,,,,,,,,
480,HON,Honeywell International,39.0,,,,,8/4/18,41802000000.0,0.031,6765000000.0,3.088,57773000000.0,1.16E+11,Industrials,Specialty Industrial Machinery,9/12/20,,113000.0,2.19,9.26,13.41,16.38,,,,,,,,,
481,HP,"Helmerich & Payne, Inc.",,,,,,,,,,,,,Energy,Oil & Gas Drilling,9/12/20,,4050.0,6.7,-21.25,-10.37,-1.36,,,,,,,,,
482,HPE,Hewlett Packard Enterprise,34.0,,,,,8/4/18,30852000000.0,0.069,1908000000.0,4.547,55493000000.0,21144900000,Technology,Communication Equipment,9/12/20,,61600.0,5.07,-7.37,,,,,,,,,,,
483,HPQ,HP,70.0,,,,,8/4/18,58472000000.0,0.123,5327000000.0,1.109,34622000000.0,29795900000,Technology,Computer Hardware,9/12/20,,56000.0,3.71,3.35,5.42,-0.03,,,,,,,,,
484,HRB,H&R Block,44.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Personal Services,9/12/20,,3500.0,7.07,-11.2,-11.35,6.2,,,,,,,,,
485,HRL,Hormel Foods,71.0,,,,,8/4/18,9545700000.0,0.041,1012100000.0,0.195,8142300000.0,23976800000,Consumer Defensive,Packaged Foods,9/12/20,,18700.0,1.87,18.18,11.63,17.36,,,,,,,,,
486,HRS,Harris,48.0,,,,,8/4/18,,,,,,,Technology,Communication Equipment,9/12/20,,,,15.55,19.32,17.33,,,,,,,,,
487,HSC,Harsco Corp,,,,,,,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,10500.0,0.0,-8.62,4.09,-2.9,,,,,,,,,
488,HSIC,Henry Schein,56.0,,,,,8/4/18,13202000000.0,0.059,535900000.0,0.319,8500500000.0,9100900000,Healthcare,Medical Distribution,9/12/20,,19000.0,0.0,-1.48,4.66,11.7,,,,,,,,,
489,HST,Host Hotels & Resorts,20.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Hotel & Motel,9/12/20,,175.0,0.0,-9.54,-3.13,1.93,,,,,,,,,
490,HSY,Hershey,45.0,,,,,8/4/18,7791100000.0,0.037,1177600000.0,0.504,7703000000.0,23944300000,Consumer Defensive,Confectioners,9/12/20,,14520.0,2.22,12.05,11.77,13.84,,,,,,,,,
491,HTHIY,Hitachi,,,,,,,,,,,,,Industrials,Conglomerates,9/12/20,,301056.0,2.64,2.59,8.17,6.45,,,,,,,,,
492,HTZ,Hertz Global Holdings,,,,,,,9504000000.0,0.08,-225000000.0,-1.688,21382000000.0,1457800000,Industrials,Rental & Leasing Services,9/12/20,,38000.0,0.0,-60.26,-32.36,-12.67,,,,,,,,,
493,HUM,Humana,42.0,,,,,8/4/18,56912000000.0,0.058,1683000000.0,-0.313,25413000000.0,36079600000,Healthcare,Healthcare Plans,9/12/20,,46000.0,0.64,15.63,16.39,22.59,,,,,,,,,
494,HUN,Huntsman,,,,,,,11527000000.0,0.088,337000000.0,-0.47,7953000000.0,5251900000,Basic Materials,Chemicals,9/12/20,,10000.0,2.88,-3.69,11.16,11.37,,,,,,,,,
495,HVT,Haverty Furniture,,,,,,,,,,,,,Consumer Cyclical,Home Improvement Retail,9/12/20,,3425.0,3.77,0.56,2.74,11.96,,,,,,,,,
496,HXL,Hexcel,49.0,,,,,8/4/18,,,,,,,Industrials,Aerospace & Defense,9/12/20,,6977.0,0.0,-9.4,-2.71,8.8,,,,,,,,,
497,HXPN,Harris,,,,,,,6182000000.0,-0.109,718000000.0,0.298,9839000000.0,18839500000,Energy,Oil & Gas E&P,9/12/20,,17500.0,0.0,44.22,-9.71,80.27,,,,,,,,,
498,IAC,"InterActiveCorp (Tinder, Match, USA Network,...)",35.0,,,,,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,6400.0,0.0,,,,,,,,,,,,
499,IBM,International Business Machines,41.0,,,,,8/4/18,79591000000.0,0.006,8728000000.0,0.517,123000000000.0,1.26E+11,Technology,Information Technology Services,9/12/20,,352600.0,5.41,-1.02,0.58,2.89,,,,,,,,,
500,IBN,ICICI Bank,,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,,0.0,3.71,6.64,2.86,,,,,,,,,
501,IBULHSGFIN.NS,Indiabulls Housing Finance Limited,,,,,,,,,,,,,Financial Services,Mortgage Finance,9/12/20,,5405.0,12.33,,,,,,,,,,,,
502,ICE,Intercontinental Exchange,56.0,,,,,8/4/18,6276000000.0,0.076,1988000000.0,-0.209,92791000000.0,43074100000,Financial Services,Financial Data & Stock Exchanges,9/12/20,,6423.0,1.22,15.52,16.79,17.25,,,,,,,,,
503,ICON,Iconix Brand Group,,,,,,,,,,,,,Consumer Cyclical,Apparel Manufacturing,9/12/20,,118.0,0.0,-76.81,-64.73,-42.02,,,,,,,,,
504,IDA,Idacorp,,,,,,,,,,,,,Utilities,Utilities—Regulated Electric,9/12/20,,1985.0,3.19,-0.51,10.04,11.12,,,,,,,,,
505,IDXX,IDEXX Laboratories,54.0,,,,,8/4/18,,,,,,,Healthcare,Diagnostics & Research,9/12/20,,9000.0,0.0,,,,,,,,,,,,
506,IEP,Icahn Enterprises L.P.,,,,,,,18979000000.0,-0.127,1507000000.0,-0.38,23396000000.0,13874600000,Industrials,Conglomerates,9/12/20,,28033.0,16.34,10.45,4.26,11.36,,,,,,,,,
507,IFF,Intl Flavors & Fragrances,35.0,,,,,8/4/18,,,,,,,Basic Materials,Specialty Chemicals,9/12/20,,13668.0,2.56,-3.23,4.66,11.77,,,,,,,,,
508,IGT,International Game Technology PLC,,,,,,8/4/18,,,,,,,Consumer Cyclical,Gambling,9/12/20,,12000.0,7.07,-13.11,-1.83,1.0,,,,,,,,,
509,IHRT,iHeartMedia,31.0,,,,,8/4/18,6325800000.0,0.026,-201900000.0,-,12269500000.0,97400000,Communication Services,Broadcasting,9/12/20,,11400.0,0.0,,,,,,,,,,,,
510,III.L,3i Group Plc,,,,,,,,,,,,,,,9/12/20,,,0.0,,,,,,,,,,,,
511,IIVI,II-VI Inc,,,,,,,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,22969.0,0.0,-1.21,17.06,7.7,,,,,,,,,
512,ILMN,Illumina,69.0,,,,maybe,8/4/18,,,,,,,Healthcare,Diagnostics & Research,9/12/20,,7700.0,0.0,18.14,11.13,22.75,,,,,,,,,
513,IMB.L,Imperial Brands Plc,,,,,,,,,,,,,Consumer Defensive,Tobacco,9/12/20,,32000.0,6.15,,,,,,,,,,,,
514,INDUSINDBK.NS,IndusInd Bank Limited,,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,30674.0,0.0,,,,,,,,,,,,
515,INFN,Infinera Corporation,,,,,,,,,,,,,Technology,Communication Equipment,9/12/20,,3209.0,0.0,-8.68,-20.9,-4.55,,,,,,,,,
516,INFO,HIS Markit Ltd,,,,,,,,,,,,,Industrials,Consulting Services,9/12/20,,15500.0,0.88,17.45,18.76,15.83,,,,,,,,,
517,INFY.NS,Infosys Limited,,,,,,,,,,,,,Technology,Information Technology Services,9/12/20,,239233.0,1.86,,,,,,,,,,,,
518,INGR,Ingredion,,,,,,,5841000000.0,0.002,443000000.0,-0.146,5728000000.0,6312700000,Consumer Defensive,Packaged Foods,9/12/20,,11000.0,3.17,-11.49,1.61,10.26,,,,,,,,,
519,INO,"Inovio Pharmaceuticals, Inc.",,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,190.0,0.0,18.68,6.55,8.54,,,,,,,,,
520,INT,World Fuel Services,43.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas Refining & Marketing,9/12/20,,5500.0,1.68,-11.69,-7.91,-0.28,,,,,,,,,
521,INTC,Intel,57.0,,,,maybe,8/4/18,70848000000.0,0.129,21053000000.0,1.193,128000000000.0,2.41E+11,Technology,Semiconductors,9/12/20,,110.0,2.7,14.01,13.33,12.7,,,,,,,,,
522,INTC,Intel,57.0,,,,maybe,8/4/18,70848000000.0,0.129,21053000000.0,1.193,128000000000.0,2.41E+11,Technology,Semiconductors,9/12/20,,110.0,2.7,14.01,13.33,12.7,,,,,,,,,
523,INTC,Intel,57.0,,,,maybe,8/4/18,39750300000.0,0.18,127700000.0,-,5676900000.0,1940600000,Technology,Semiconductors,9/12/20,,110.0,2.7,14.01,13.33,12.7,,,,,,,,,
524,INTC,Intel,57.0,,,,maybe,8/4/18,39750300000.0,0.18,127700000.0,-,5676900000.0,1940600000,Technology,Semiconductors,9/12/20,,110.0,2.7,14.01,13.33,12.7,,,,,,,,,
525,INTL,INTL FCStone,,,,,,,27622700000.0,-0.061,55500000.0,7.672,7824700000.0,739500000,Financial Services,Capital Markets,9/12/20,,1701.0,0.0,,,,,,,,,,,,
526,INTU,Intuit,84.0,,,,,8/4/18,5964000000.0,0.152,1211000000.0,0.247,5178000000.0,67724300000,Technology,Software—Application,9/12/20,,10600.0,0.74,30.99,29.33,22.33,,,,,,,,,
527,INVA,Innoviva,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,5.0,0.0,-5.64,2.52,2.0,,,,,,,,,
528,IP,International Paper,58.0,,,,,8/4/18,23306000000.0,0,2012000000.0,-0.062,33576000000.0,18518900000,Consumer Cyclical,Packaging & Containers,9/12/20,,50000.0,5.4,-7.18,3.09,9.55,,,,,,,,,
529,IPG,Interpublic Group,73.0,,,,,8/4/18,9714400000.0,0.232,618900000.0,0.069,15620300000.0,8087000000,Communication Services,Advertising Agencies,9/12/20,,54300.0,6.02,-0.49,1.6,9.11,,,,,,,,,
530,IPGP,IPG Photonics Corp,,,,,,,,,,,,,Technology,Semiconductor Equipment & Materials,9/12/20,,5960.0,0.0,-3.63,13.51,21.58,,,,,,,,,
531,IQV,IQVIA Holdings,55.0,3.5,,,,9/8/19,10412000000.0,0.069,259000000.0,-0.802,22549000000.0,28280900000,Healthcare,Diagnostics & Research,9/12/20,,67000.0,0.0,18.06,16.02,,,,,,,,,,
532,IR,Ingersoll-Rand PLC,61.0,,,,,8/4/18,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,6600.0,0.0,14.63,,,,,,,,,,,
533,IRM,Iron Mountain,41.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Specialty,9/12/20,,25000.0,8.3,-2.85,7.43,9.99,,,,,,,,,
534,IRT,"Independence Realty Trust, Inc.",,,,,,,,,,,,,Real Estate,REIT—Residential,9/12/20,,410.0,4.15,8.52,15.72,,,,,,,,,,
535,ISP.MI,Intesa Sanpaolo,,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,87996.0,0.0,,,,,,,,,,,,
536,ISRG,Intuitive Surgical,94.0,,,,yes,8/4/18,,,,,,,Healthcare,Medical Instruments & Supplies,9/12/20,,7326.0,0.0,26.33,32.54,22.37,,,,,,,,,
